code,seccion,division,grupo,titulo_actividad,titulo_seccion,titulo_division,titulo_grupo,macro_sector
Clase,,,Grupo,Descripción,,,Descripción,
2814,C,28,281,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general,
2815,C,28,281,"Fabricación de hornos, hogares y quemadores industriales",INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general,
2816,C,28,281,Fabricación de equipo de elevación y manipulación,INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general,
2817,C,28,281,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico),INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general,
2818,C,28,281,Fabricación de herramientas manuales con motor,INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general,
2819,C,28,281,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general,
2821,C,28,282,Fabricación de maquinaria agropecuaria y forestal,INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial,
2822,C,28,282,Fabricación de máquinas formadoras de metal y de máquinas herramienta,INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial,
2823,C,28,282,Fabricación de maquinaria para la metalurgia,INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial,
2824,C,28,282,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial,
2825,C,28,282,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial,
2826,C,28,282,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial,
2829,C,28,282,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,INDUSTRIAS MANUFACTURERAS,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial,
2910,C,29,291,Fabricación de vehículos automotores y sus motores,INDUSTRIAS MANUFACTURERAS,"Fabricación de vehículos automotores, remolques y semirremolques",Fabricación de vehículos automotores y sus motores,
2920,C,29,292,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,INDUSTRIAS MANUFACTURERAS,"Fabricación de vehículos automotores, remolques y semirremolques",Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,
2930,C,29,293,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",INDUSTRIAS MANUFACTURERAS,"Fabricación de vehículos automotores, remolques y semirremolques","Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",
3011,C,30,301,Construcción de barcos y de estructuras flotantes,INDUSTRIAS MANUFACTURERAS,Fabricación de otros tipos de equipo de transporte,Construcción de barcos y otras embarcaciones,
3012,C,30,301,Construcción de embarcaciones de recreo y deporte,INDUSTRIAS MANUFACTURERAS,Fabricación de otros tipos de equipo de transporte,Construcción de barcos y otras embarcaciones,
3020,C,30,302,Fabricación de locomotoras y de material rodante para ferrocarriles,INDUSTRIAS MANUFACTURERAS,Fabricación de otros tipos de equipo de transporte,Fabricación de locomotoras y de material rodante para ferrocarriles,
3030,C,30,303,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",INDUSTRIAS MANUFACTURERAS,Fabricación de otros tipos de equipo de transporte,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",
3040,C,30,304,Fabricación de vehículos militares de combate,INDUSTRIAS MANUFACTURERAS,Fabricación de otros tipos de equipo de transporte,Fabricación de vehículos militares de combate,
3091,C,30,309,Fabricación de motocicletas,INDUSTRIAS MANUFACTURERAS,Fabricación de otros tipos de equipo de transporte,Fabricación de otros tipos de equipo de transporte n.c.p.,
3092,C,30,309,Fabricación de bicicletas y de sillas de ruedas para personas con discapacidad,INDUSTRIAS MANUFACTURERAS,Fabricación de otros tipos de equipo de transporte,Fabricación de otros tipos de equipo de transporte n.c.p.,
3099,C,30,309,Fabricación de otros tipos de equipo de transporte n.c.p.,INDUSTRIAS MANUFACTURERAS,Fabricación de otros tipos de equipo de transporte,Fabricación de otros tipos de equipo de transporte n.c.p.,
3110,C,31,311,Fabricación de muebles,INDUSTRIAS MANUFACTURERAS,"Fabricación de muebles, colchones y somieres",Fabricación de muebles,
3120,C,31,312,Fabricación de colchones y somieres,INDUSTRIAS MANUFACTURERAS,"Fabricación de muebles, colchones y somieres",Fabricación de colchones y somieres,
3211,C,32,321,Fabricación de joyas y artículos conexos,INDUSTRIAS MANUFACTURERAS,Otras industrias manufactureras,"Fabricación de joyas, bisutería y artículos conexos",
3212,C,32,321,Fabricación de bisutería y artículos conexos,INDUSTRIAS MANUFACTURERAS,Otras industrias manufactureras,"Fabricación de joyas, bisutería y artículos conexos",
3220,C,32,322,Fabricación de instrumentos musicales,INDUSTRIAS MANUFACTURERAS,Otras industrias manufactureras,Fabricación de instrumentos musicales,
3230,C,32,323,Fabricación de artículos y equipo para la práctica del deporte,INDUSTRIAS MANUFACTURERAS,Otras industrias manufactureras,Fabricación de artículos y equipo para la práctica del deporte,
3240,C,32,324,"Fabricación de juegos, juguetes y rompecabezas",INDUSTRIAS MANUFACTURERAS,Otras industrias manufactureras,"Fabricación de juegos, juguetes y rompecabezas",
3250,C,32,325,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",INDUSTRIAS MANUFACTURERAS,Otras industrias manufactureras,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",
3290,C,32,329,Otras industrias manufactureras n.c.p.,INDUSTRIAS MANUFACTURERAS,Otras industrias manufactureras,Otras industrias manufactureras n.c.p.,
3311,C,33,331,Mantenimiento y reparación especializado de productos elaborados en metal,INDUSTRIAS MANUFACTURERAS,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,
3312,C,33,331,Mantenimiento y reparación especializado de maquinaria y equipo,INDUSTRIAS MANUFACTURERAS,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,
3313,C,33,331,Mantenimiento y reparación especializado de equipo electrónico y óptico,INDUSTRIAS MANUFACTURERAS,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,
3314,C,33,331,Mantenimiento y reparación especializado de equipo eléctrico,INDUSTRIAS MANUFACTURERAS,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,
3315,C,33,331,"Mantenimiento y reparación especializado de equipo de transporte, excepto los vehículos automotores, motocicletas y bicicletas",INDUSTRIAS MANUFACTURERAS,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,
3319,C,33,331,Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.,INDUSTRIAS MANUFACTURERAS,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,
3320,C,33,332,Instalación especializada de maquinaria y equipo industrial,INDUSTRIAS MANUFACTURERAS,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Instalación especializada de maquinaria y equipo industrial,
3511,D,35,351,Generación de energía eléctrica,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","Suministro de electricidad, gas, vapor y aire acondicionado","Generación, transmisión, distribución y comercialización de energía eléctrica",
3512,D,35,351,Transmisión de energía eléctrica,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","Suministro de electricidad, gas, vapor y aire acondicionado","Generación, transmisión, distribución y comercialización de energía eléctrica",
3513,D,35,351,Distribución de energía eléctrica,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","Suministro de electricidad, gas, vapor y aire acondicionado","Generación, transmisión, distribución y comercialización de energía eléctrica",
3514,D,35,351,Comercialización de energía eléctrica,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","Suministro de electricidad, gas, vapor y aire acondicionado","Generación, transmisión, distribución y comercialización de energía eléctrica",
3520,D,35,352,Producción de gas; distribución de combustibles gaseosos por tuberías,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","Suministro de electricidad, gas, vapor y aire acondicionado",Producción de gas; distribución de combustibles gaseosos por tuberías,
3530,D,35,353,Suministro de vapor y aire acondicionado,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO","Suministro de electricidad, gas, vapor y aire acondicionado",Suministro de vapor y aire acondicionado,
3600,E,36,360,"Captación, tratamiento y distribución de agua","DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","Captación, tratamiento y distribución de agua","Captación, tratamiento y distribución de agua",
3700,E,37,370,Evacuación y tratamiento de aguas residuales,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",Evacuación y tratamiento de aguas residuales,Evacuación y tratamiento de aguas residuales,
3811,E,38,381,Recolección de desechos no peligrosos,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Recolección de desechos,
3812,E,38,381,Recolección de desechos peligrosos,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Recolección de desechos,
3821,E,38,382,Tratamiento y disposición de desechos no peligrosos,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Tratamiento y disposición de desechos,
3822,E,38,382,Tratamiento y disposición de desechos peligrosos,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Tratamiento y disposición de desechos,
3830,E,38,383,Recuperación de materiales,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Recuperación de materiales,
3900,E,39,390,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",Actividades de saneamiento ambiental y otros servicios de gestión de desechos,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,
4111,F,41,411,Construcción de edificios residenciales,CONSTRUCCIÓN,Construcción de edificios,Construcción de edificios,
4112,F,41,411,Construcción de edificios no residenciales,CONSTRUCCIÓN,Construcción de edificios,Construcción de edificios,
4210,F,42,421,Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,Obras de ingeniería civil,Construcción de carreteras y vías de ferrocarril,
4220,F,42,422,Construcción de proyectos de servicio público,CONSTRUCCIÓN,Obras de ingeniería civil,Construcción de proyectos de servicio público,
4290,F,42,429,Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,Obras de ingeniería civil,Construcción de otras obras de ingeniería civil,
4311,F,43,431,Demolición,CONSTRUCCIÓN,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Demolición y preparación del terreno,
4312,F,43,431,Preparación del terreno,CONSTRUCCIÓN,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Demolición y preparación del terreno,
4321,F,43,432,Instalaciones eléctricas,CONSTRUCCIÓN,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",
4322,F,43,432,"Instalaciones de fontanería, calefacción y aire acondicionado",CONSTRUCCIÓN,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",
4329,F,43,432,Otras instalaciones especializadas,CONSTRUCCIÓN,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",
4330,F,43,433,Terminación y acabado de edificios y obras de ingeniería civil,CONSTRUCCIÓN,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Terminación y acabado de edificios y obras de ingeniería civil,
4390,F,43,439,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,CONSTRUCCIÓN,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,
4511,G,45,451,Comercio de vehículos automotores nuevos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Comercio de vehículos automotores,
4512,G,45,451,Comercio de vehículos automotores usados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Comercio de vehículos automotores,
4520,G,45,452,Mantenimiento y reparación de vehículos automotores,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Mantenimiento y reparación de vehículos automotores,
4530,G,45,453,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios","Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",
4541,G,45,454,"Comercio de motocicletas y de sus partes, piezas y accesorios",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios","Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",
4542,G,45,454,Mantenimiento y reparación de motocicletas y de sus partes y piezas,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios","Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",
4610,G,46,461,Comercio al por mayor a cambio de una retribución o por contrata,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor a cambio de una retribución o por contrata,
4620,G,46,462,Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de materias primas agropecuarias; animales vivos,
4631,G,46,463,Comercio al por mayor de productos alimenticios,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas","Comercio al por mayor de alimentos, bebidas y tabaco",
4632,G,46,463,Comercio al por mayor de bebidas y tabaco,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas","Comercio al por mayor de alimentos, bebidas y tabaco",
4641,G,46,464,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),
4642,G,46,464,Comercio al por mayor de prendas de vestir,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),
4643,G,46,464,Comercio al por mayor de calzado,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),
4644,G,46,464,Comercio al por mayor de aparatos y equipo de uso doméstico,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),
4645,G,46,464,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),
4649,G,46,464,Comercio al por mayor de otros utensilios domésticos n.c.p.,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),
4651,G,46,465,"Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de maquinaria y equipo,
4652,G,46,465,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de maquinaria y equipo,
4653,G,46,465,Comercio al por mayor de maquinaria y equipo agropecuarios,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de maquinaria y equipo,
4659,G,46,465,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de maquinaria y equipo,
4661,G,46,466,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos,
4662,G,46,466,Comercio al por mayor de metales y productos metalíferos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos,
4663,G,46,466,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos,
4664,G,46,466,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos,
4665,G,46,466,"Comercio al por mayor de desperdicios, desechos y chatarra",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos,
4669,G,46,466,Comercio al por mayor de otros productos n.c.p.,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos,
4690,G,46,469,Comercio al por mayor no especializado,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor no especializado,
4711,G,47,471,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en establecimientos no especializados,
4719,G,47,471,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en establecimientos no especializados,
4721,G,47,472,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados",
4722,G,47,472,"Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados",
4723,G,47,472,"Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados",
4724,G,47,472,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados",
4729,G,47,472,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados",
4731,G,47,473,Comercio al por menor de combustible para automotores,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados",
4732,G,47,473,"Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados",
4741,G,47,474,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de equipos de informática y de comunicaciones en establecimientos especializados,
